Date,ABW,AFG,AGO,AIA,ALA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,Z02,Z03,Z08,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HMD,HND,HRV,HTI,HUN,IDN,IMN,IND,Z01,Z04,Z05,Z07,Z09,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,Z06,PAN,PCN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,XAD,XCA,XCL,XKO,XPI,XSP,YEM,ZAF,ZMB,ZNC,ZWE
X195112,67.6,29.56,173.39,119,37.49,134.41,68.01,10.1,72.99,30.37,292.5,,,104.05,44.55,52.5,51.49,193.01,72.73,0.08,111.1,1.05,1.24,16.45,33.39,16.96,74.25,,30.24,102.54,138.8,130.57,142.21,185.5,315.59,2.1,,51.27,0.58,103.34,152,46.7,13.64,25.23,10.95,3.76,1.57,17.78,4.62,190.49,201.09,166.48,109.58,204.87,2.41,87.5,24.69,102.91,277.3,48.5,119.49,31.27,44.51,2.75,277.76,57.42,145.5,52.74,126.76,21.5,11.3,23.3,54.91,61.72,12.69,59.8,267.5,61.91,54.98,265.13,289.98,243.07,89.59,85.41,99.97,7.36,62.1,6.48,241.97,0,0.12,125.66,85.85,196.4,25.34,32.98,259.05,198.22,208.78,,60.52,81.87,58.3,36.77,318.96,207.3,2.25,8.32,1.25,0.5,22.66,1.17,,162.79,43.15,41.61,96.23,320.46,48.01,53.59,109.9,152.76,78.82,25.82,177.74,28.22,16.22,323.29,111.1,50.15,26.55,7.94,276.24,44,58.58,240.51,35.37,130.32,60.97,48.67,71.92,54.81,119,54.11,35.6,12.59,192.59,203.26,14.27,251.25,54.02,1.18,43.97,11.7,114.45,3.62,154,177.57,0.22,147.1,287.67,63.62,239.54,277.11,179.2,94.22,196.92,0.02,30.3,0.33,33.86,137.6,62.86,171.87,1.34,313.9,84.51,5.5,4.24,11.13,170.3,145,51.68,272.75,342.04,236.89,23.29,261.43,30.08,79.24,132.79,297.79,99.64,30.06,44.79,19.16,38.88,170.32,11.19,0.41,0.08,209.32,,43.57,31.01,270.14,7.75,7.38,49.83,43.92,141.82,37.84,17.67,242.43,146.01,45.61,93.48,55.35,116.52,119,367.61,129.07,104.4,0.03,0,37.97,46.12,487.68,14.19,160.67,16.12,228.06,32.83,78.94,301.89,78.86,259.57,208.29,19.1,,43.07,103.16,26.07,71,276.6,60.57,191.5,180.58,66.41,462.56,288.46,306.58,115.94,62.56,,47.77,,,5.97,79.96,295.97,110.9,165.43
X195201,39.3,50.97,65.62,103.9,39.09,198.82,44.41,14.66,68.82,8.04,276.1,,,84.9,49.08,58.25,14.55,66.74,129.99,11.04,117.3,0.29,3.59,37.67,12.86,22.29,105.69,,39.43,80.02,48.6,169.49,166.48,24.77,114.05,6.72,,71.02,11.91,86.01,109.6,77.57,5.16,17.61,11.34,2.63,4.64,8.52,25.97,103.06,91.49,129.7,91.23,241.19,1.95,71.47,24.14,66.2,286.1,53.8,64.32,52.38,67.38,2.67,80.4,63.47,56.34,106.78,178.82,8.18,1.55,4.29,55.98,52.9,7.96,48.12,281,69.71,81.02,135.67,248.44,196.53,76.58,64.46,96.57,15.6,89.3,1.6,129.97,0.07,0.09,147.68,95.16,29.5,32.05,22.02,321.84,52.23,269.67,,60.95,126.67,37.26,54.33,365.97,128.33,6.73,62.41,15.56,7.43,19.43,11.74,,120.75,44.73,39.18,95.75,93.32,58.15,120.18,102.2,49.92,101.13,19.76,10.18,24.4,3.72,530.45,117.3,7.72,24.1,3.42,90.79,11.44,46.79,36.16,56.1,226.4,138.84,38.49,156.63,41.35,103.9,77.14,58.2,26.77,341.01,103.01,11.6,187.85,83.01,1.13,64.77,1.35,197.4,2.35,55,304.26,0.57,129.3,48.58,109.08,278.03,232.51,190.51,43.91,134.08,0.01,104.3,15.66,26.87,298.62,101.88,87.27,6.55,122.4,69.83,27.93,20.21,56.15,67.51,132,73.87,84.25,162.94,297.87,48.62,155.3,13.57,108.69,109.54,91.72,514.62,7.1,68.67,32.35,35.14,39.18,8.81,0.13,0.04,445.37,,23.78,25.15,339.83,8.42,5.15,66.21,0.57,125.92,59.29,0.78,213.4,193.22,70.22,152.93,43.98,139.62,103.9,400.01,56.28,52.56,0.04,21.48,10.79,60.29,329.62,21.57,210.45,290.84,33.07,71.44,88.23,384.5,29.34,84.07,26.96,43.49,,40.76,95.83,33.15,87.3,41.3,22.01,109.3,107.54,15.05,223.41,400.53,300.8,55.55,20.25,,91.12,,,3.3,88.87,309.44,57.43,379.4
X195202,2.5,90.24,139.59,41.1,27.42,111.09,64.76,19.98,58.1,36.86,275,,,29.61,64.66,92.23,27.83,109.36,71.93,42.3,37,0.2,1.98,55.87,0.64,61.29,62.12,,40.08,29.46,101,156.04,213.92,26.66,161.19,11.44,,97.58,37.78,61.89,177,76.96,17.34,42.72,20.68,2.71,3.66,64.62,43.13,124.07,124.07,221.99,47.92,297.23,0,66.11,42.68,3.43,239.2,42.3,96.4,55.41,43.61,2.46,54.16,33.08,29.19,52.59,143.04,14.64,2.79,3.03,24.98,36.68,10.74,42.49,337.67,49.82,45.99,126.81,97.81,223.73,23.18,92.29,31.74,51.93,23,11.82,71.16,0,0.65,145.18,80.59,28.4,19.54,22.35,279.05,26.06,112.9,,27.99,72.7,27.76,56.84,335.44,33.78,13.38,47.9,11.94,13.34,15.43,14.31,,22.46,41.87,52.96,104.99,109.39,43.85,100.13,32.1,69.1,92.09,26.17,44.5,48.87,13.01,206.75,37,35.19,11.76,9.13,192.76,92.8,40.48,42.72,78.47,138.18,136.83,43.79,84.64,34.57,41.1,18.16,15.2,54.53,226.12,75.02,7.83,121.52,52.28,0.19,44.13,2.8,102.28,2.05,28,300.29,0,52,52.63,354.81,393.99,261.72,242.61,149.18,116.94,0.03,92,28.6,17.09,434.54,50,86.37,20.14,96.1,108.43,3.83,26.58,61.7,36.06,149,78.96,80.03,151.1,375.79,51.18,59.64,13.99,58.79,201.47,108.84,331.76,0.79,236.33,54.15,29.6,70.24,4.18,0.1,0.27,342.18,,42.59,33.43,336.59,32.16,3.67,52.96,3.03,124.68,44.48,6.74,136.31,136.2,84.92,132.91,27.43,71.27,41.1,371.86,123.85,27.52,0.28,52.56,16.93,111.16,212.99,45.03,206.59,240.63,22.38,54.75,118.31,333.72,91.73,143.2,77.24,52.9,,38.25,63.68,65.02,55,48.9,5.74,48.2,43.43,23.18,170.44,344.8,268.88,87.31,30.9,,59.22,,,9.89,87.21,300.91,87.16,190.31
X195203,7.3,75.1,190.52,30.3,10.17,52.87,94.2,17.74,128.57,27.54,293.8,,,41.5,86.35,77.48,49.41,147.37,77.53,94.82,30.9,2.36,51.03,39.09,0.98,23.59,33.15,,23.62,22.77,57.9,64.71,225.6,60.69,266.54,76.23,,32.61,66.3,69.66,139.1,96.26,49.16,70.1,21.62,3.05,6.04,110.41,90.33,161.96,226.35,194.32,90.46,170.03,0,63.6,49.58,16.86,307.8,31.5,69.87,57.83,64.28,9.9,111.88,31.33,48.95,32.17,120.23,2.22,15.87,1.51,78.84,21.14,38.79,21.16,321.24,51.2,71.11,119.3,206.15,298.37,68.54,80.81,85.8,118.67,112.5,28.29,121.4,0.03,0.34,228.17,53.74,44.4,24.89,30.15,207.68,31.47,18.46,,41.94,33.46,38.94,36.99,354.53,64.99,20.12,83.19,27.09,26.25,84.03,29.5,,55.28,40.54,36.68,33.36,53.28,29.15,17.35,95.1,43.73,138.32,33.18,80.76,56.63,67,165.12,30.9,55.81,2.63,93.05,103.89,150.67,8.34,90.09,74.81,64.26,77.51,21.22,92.87,17.57,30.3,38.24,41.2,37.25,339.07,88.61,16.23,153.35,34.26,0.52,16.15,22.87,58.43,2.8,39.2,130.6,0,74,100.13,347.29,197.86,278.96,175.51,9.04,232.35,0.01,111.7,56.39,22.04,540.84,65.53,45.12,50.14,159.1,42.3,6.37,30.4,73.25,31.09,117,79.77,66.81,237.68,407.64,32.34,59.81,31.95,208.54,167.74,62.63,155.58,1.4,215.67,31.06,29.07,104.23,12.14,0.17,0.01,387.56,,42.34,32.58,362.73,53.18,17.62,12.48,13.36,79.3,30.86,30.92,184.98,35.35,56.12,36.48,15.64,59.82,30.3,436.56,77.3,7.83,1.55,93.93,86.26,116.44,257.8,43.54,151.95,277.34,22.32,26.57,73.09,260.47,92.39,175.63,146.48,46.53,,175.17,106.74,70.24,12.9,103.6,14.13,39.3,34.63,43.91,315.03,272.53,300.02,60.05,45.7,,42.01,,,27.65,55.11,106.1,63.44,24.76
X195204,33.1,58.92,183.94,126.9,35.03,33.82,75.81,6.69,25.36,48.18,321.2,,,91.81,109.52,35.21,60.03,172.84,18.37,72.59,114.6,20.71,214.71,17.07,6.6,53.21,32.4,,22.22,107.59,85.6,27.99,102.91,89.38,212.28,169.02,,6.75,112.97,57.47,145.5,75.2,7.5,89.93,13.66,3.32,3.8,131.18,177.03,169.13,196.31,350.02,214.57,337.11,0.02,77.07,94.27,28.77,273.6,44,12.2,36.29,32.31,22.33,123.35,28.17,215.67,76.05,169.02,0.03,6.16,1.44,55.93,38.29,126.67,30.96,184.56,51.41,37.84,90.14,258.75,337.84,50.56,57.22,52.47,96.73,43.6,39.16,192.46,0,0.03,343.03,11.09,89.6,12.91,134.76,267.41,31.69,104.81,,112.08,38.88,283.34,16.65,174.47,59.89,31.77,21.33,9.48,10.85,119.32,11.87,,61.35,62.23,39.59,73.87,5.69,51.57,223.55,55.1,3.02,183.12,49.2,251.83,92.52,72.15,176.02,114.6,104.27,23.91,73.41,25.85,106.68,7.1,127.12,39.83,171.09,37.22,43.61,24.53,37.33,126.9,49.78,100.6,9.03,169.7,133.31,48.52,199.77,19.95,4.5,9.56,30.9,42.04,9.39,44.6,88.88,0.28,144.9,141.44,234.07,128.31,247.66,172.71,8.24,108.44,4.66,144.5,110.8,37.5,33.36,21.27,65.4,42.78,64.5,71.11,2.14,10.64,26.47,98.97,139,41.09,79.65,371.1,261.8,33.84,225.8,64.51,60.15,65.18,4.53,185.15,8.06,137.18,20.54,27.97,149.71,13.74,2.63,0.03,201.56,,38.99,23.44,256.07,52.16,129.27,32.51,66.29,71.29,27.85,71.54,256.03,107.28,23.3,70,39.7,35.14,126.9,226.11,23.01,93.53,15.13,100.05,60.84,126.49,228.14,22.78,66.55,89.18,110.54,49.43,25.35,373.64,134.84,200.25,186.96,12.36,,49.35,87.38,65.74,30.2,164.7,100.97,162.9,144.56,74.56,245.6,428.45,321.2,11.74,52.04,,28.12,,,18.69,39.07,41.27,12.1,13.52
X195205,20,34.37,16.9,109.3,14.97,45.7,95.73,1.68,85.58,60.42,204.2,,,87.28,90.05,86.13,45.63,181.61,44.98,139.81,96.1,78.09,272.14,84.45,5.1,80.43,70.58,,91.44,143.65,56.2,21.58,89.41,84.36,286.2,438.3,,11.42,143.29,81.14,268.3,69.06,144.2,136.64,20.59,5.87,6.5,198.53,196.66,113.2,146.42,108.8,253.53,159.44,0.02,337.1,138.86,9.45,201.6,138.1,27.46,61.04,47.07,3.8,129.21,39.51,240.08,67.86,50.82,0.19,26.05,0.16,60.5,60.99,71.57,36.5,98.82,53.48,47.83,164.68,412.47,253.1,57.78,125.37,37.46,165.56,87.1,163.17,169.23,39.73,67.67,394.7,37.24,55,37.24,276.9,515,101.04,332.21,,167.92,50.02,216.98,64.78,166.81,64.16,57,28.66,19.86,21.48,275.12,25,,66.83,38.5,8.98,61.7,0.26,57.5,155.69,44.8,0.13,143.08,32.25,213.52,58.78,123.49,123.32,96.1,50.75,1.84,150.34,2.03,245.35,1.35,130.23,66.79,221.08,12.8,73.64,47.07,73.16,109.3,35.88,89.9,47.76,133.54,211.46,80.69,262.4,62.7,51.64,7.98,143.51,68.57,29.66,72.2,47.96,4.6,133.6,148.08,146.95,23.38,209.73,57.81,0.2,98.52,32.52,113.5,177.79,178.68,79.42,28.93,66.81,114.09,271.7,112.98,0.63,7.37,24.93,265.82,117,17.93,212.66,386.39,197.09,53.68,228.65,24.48,119.23,199.26,0.11,55.04,12.63,104.15,77.74,56.98,211.41,9.18,9.97,15.67,125.49,,92.43,19.21,208.15,249.68,212.04,52.84,22.71,86.3,64.63,123.17,249.29,374.26,73.66,46.87,37.85,33.87,109.3,114.83,8.94,51.96,49.35,146.52,172.87,95.11,217.99,31.73,145.59,37.3,64.72,22.66,53.98,215.91,120.61,173.04,171.56,60.68,,139.26,82.53,57.16,39.4,125.1,112.53,145.2,133.02,159.56,244.27,128.45,218.42,21.92,28.23,,72.39,,,21.16,30.28,6.55,25.4,12.5
X195206,12.6,5.61,0.35,58.7,31.98,10.57,62.51,0.08,60.58,87.67,124.8,,,57.79,137.3,120.33,49.49,11.69,38.4,189.06,66.9,97.88,461.23,52.33,0,122.92,47.08,,90.07,253.96,82.4,34.23,97.65,116.3,204.3,608.22,,1.76,186.22,72.32,51,97.93,143.37,134.44,10.75,8.35,21.31,266.22,223.88,35.67,25.86,81.69,169.7,159.03,8.98,379.58,189.33,20.24,139.9,187.4,1.25,85.47,67.67,2.92,166.09,64.04,140.76,5.11,56.49,0.03,21.77,0.02,25.3,48.96,101.86,58.8,213.66,47.69,34.09,99.62,448.35,46.16,54.2,152.42,19.88,269.16,11,256.69,174.32,101.79,156.84,219.79,11.62,158,30.14,371.92,408.75,69.23,396.4,,353.6,57.7,137.38,51.58,98.92,73.26,178.88,60.55,65.33,38.25,306.08,67.24,,59.22,11.1,0.84,24.94,0,31.07,104.29,21.1,0,253.56,36.2,45.36,66.26,205.04,147.97,66.9,76.38,0,272.58,0.11,376.87,0.41,166.71,91.85,92.13,12.75,84.21,57.01,60.52,58.7,0.85,15.8,108.67,68.13,184.44,188.96,243.16,21.71,104.41,0,529.2,25.44,52.34,68,35,20.03,113.3,178.73,70.63,9.55,158.63,5.5,1.7,129.27,53.96,294.8,181.44,362.4,36.02,43.27,99.49,335.36,182.7,157.76,0.64,21.89,48.11,260.9,168,21.27,310.58,253.18,240.45,73.03,183.38,104.01,58.39,88.99,0,56.9,0,36.09,84.74,70.6,18.75,1.07,25.5,52.48,160.63,,95.29,23.57,168.38,301.56,450.09,18.42,17.81,113.54,60.13,98.92,30.93,340.98,75.31,104.93,55.24,29.08,58.7,93.97,4.37,107.85,75.22,210.14,175.74,23.23,416.94,3.45,16.48,124.23,271.22,3.57,32.84,292.44,259.48,16.29,52.47,83.77,,111.44,63.3,17.47,10.8,228.4,159.69,74.2,70.01,215.62,98.92,145.25,124.31,0.85,21.6,,34.45,,,24.39,19.43,0.91,1.12,9.93
X195207,45,10.73,0.35,156.3,36.41,50.7,129.73,0.22,56.54,11.33,66.8,,,135.26,112.49,70.22,5.34,1.82,79.61,134.96,173.8,201.04,544.57,22.93,0,142.32,37.32,,34.99,302.02,92.2,30.61,47.13,162.38,196.34,685.45,,2.49,226.2,77.13,223.6,56.1,96.55,181.63,17.41,9.58,27.17,167.18,275.02,42.32,11.82,118.19,166.83,106.04,17.86,330.34,173.04,55.95,111.6,167.4,0.26,30.59,53.14,10.83,161.88,76.55,216.6,12.39,43.81,0.05,57.21,0.53,41.52,63.31,174.07,70.45,121.25,44.55,29.69,79.65,373.05,8.1,31.47,33.07,24.41,103.47,0.2,503.99,354.45,395.27,517.68,144.22,17.62,208.5,73.16,275.55,230.71,208.26,319.42,,235.96,42.85,164.19,16.86,91.64,54.54,281.54,113.9,64.06,37.89,355.7,65.83,,34.29,2.41,0.01,65.77,0,64.67,207.63,25.2,0.01,309.72,32.69,57.13,40.6,204.62,75.35,173.8,175.51,0,286.43,0,549.2,0.02,250.82,80.07,106.27,58.15,43.2,53.81,55.49,156.3,1.52,29.1,28.55,41.45,162.63,152.45,277.54,40.57,218.22,0.08,457.76,39.02,99.37,183.4,18.85,71.07,278.1,275.82,288.61,5.53,159.55,18.9,0.15,214.92,134.11,211.8,253.32,262.35,174,80.19,112.86,432.17,132.3,75.35,1.5,90.57,105.84,248.52,157,19.33,214.68,377.06,222.65,35.35,268.2,228.02,16.92,82.56,0,24.15,0,160.76,28.28,76.71,7.86,1.94,77.23,201.05,237.24,,131.02,34.14,223.03,779.52,297.32,73.5,8.7,65.92,17.9,127.47,15.65,248.21,32.95,110.19,67.72,47.87,156.3,43.49,0.42,49.05,149.67,140.68,169.35,9.47,184.47,1.08,20.63,100.3,253.35,10.21,12.26,271.13,521.33,8.1,68.5,48.18,,88.94,75.24,12.42,38.4,307.1,178.61,155.1,147.61,261.04,469.17,135.01,78.84,0.15,4.43,,30.45,,,18.15,39.27,0.06,0.06,1.31
X195208,19,5.64,1.63,156,52.21,7.17,48.6,0.45,62.3,24.42,58,,,210.51,103.37,91.14,11.85,9.63,113.3,80.79,190.9,300.18,316.89,6.08,0,136.89,26.49,,88.03,230.93,55.8,10.53,39.59,149.17,213.07,466.93,,0.03,264.96,82.93,128.8,134.58,50.37,179.64,19.36,12.7,41.17,101.6,277,64.53,19.73,127.64,106.01,156.91,42.35,269.11,124.08,22.75,115.2,167.4,1.27,65.93,82.1,30.56,323.97,69.45,89.74,11.1,7.91,0.06,118.96,1.71,34.34,98.46,197.62,82.4,29.91,41.76,81.31,143.15,365.22,13.19,95.08,38.29,83.16,66.25,17.9,429.15,388.78,358.97,412.93,155.88,1.67,166.5,35.44,310.24,159.53,270.93,189.96,,179.15,60.21,107.25,31.45,131.82,141.97,260,116.5,102.39,78.66,357.89,117.83,,90.14,4.21,0.07,49.41,0,49.19,144.27,93.2,0,106.92,15.85,74.3,22.75,234.93,85.35,190.9,222.77,0,462.16,0.01,416.02,0.05,204.15,107.44,26.99,22.39,73.53,121.52,71.57,156,5.84,72.6,25.19,45.21,184.06,168.54,252.92,9.67,249.82,0.11,450.27,11.71,61.43,222.5,8.9,97.65,296,268.59,120.13,1.8,204.5,8.4,0.08,155.38,319.03,156.3,195.62,168.49,106.52,97.8,129.83,379.66,183.5,161.16,2.4,59,79.89,239.02,127,16.29,504.62,557.94,231.22,67.47,219.5,148.58,13.8,59.46,0,92.14,0,68.15,22.59,68.14,25,2.79,168.49,225.16,271.13,,76.41,31.9,204.93,520.64,286.62,26.96,12.6,114.39,14.69,201.72,39.55,187.73,52.07,125.01,73.38,1.85,156,97.58,0.51,34.63,290.82,88.86,270.11,2.14,135.83,0.06,5.74,123.41,182.98,16.99,5.66,189.37,151.45,17.09,111.64,39.13,,127.4,92.27,1.48,11.1,253,130.02,170.1,161.76,265.61,109.84,88.06,63.63,0.78,11.98,,13.52,,,40.09,25.41,0.05,1,1.04
X195209,29,3.04,20.84,193.6,53.56,56.49,47.74,0.17,47.97,11.99,151.4,,,210.25,50.14,105.28,10.92,53.54,90.03,218.19,221.8,263.58,331.27,23.43,0,220.13,131.32,,114.2,280.97,63.6,65.01,70.42,301.32,410.26,431.03,,1.45,228.14,61.63,127.6,135.98,44.33,137.1,6.09,4.1,4.66,289.05,325.29,112.87,63.89,151.05,146.94,61.79,203.56,350.77,217.2,26.85,155.5,219.1,0.18,86.65,85.27,10.27,457.15,70.84,219.73,53.75,38.96,0.02,29.92,7.48,42.76,119.8,188.05,70.09,143.4,36.09,104.28,213.56,351.79,122.44,78.32,68.32,128.41,223.14,16,495.73,437.2,435.49,555.65,334.95,18.48,215.6,110.55,349.96,83.33,345.47,96.31,,289.67,127.52,200.61,76.04,141.44,100.84,128.21,19.81,7.42,5.28,331.24,8.79,,58.43,13.06,0.36,43.55,0,79.83,214,149.6,0,186.37,17.25,74.05,10.45,261.33,64.61,221.8,239.36,0,307.3,0.12,587.48,5.7,409.77,131.02,45.68,42.75,119.32,117.68,112.27,193.6,22.33,101.3,19.19,74.72,213.37,194.75,281.1,33.29,242.55,9.14,342.53,135.42,42.71,325.2,15.46,124.51,323,474.15,151.54,5.28,227.92,2.3,0.86,56.66,166.19,27.1,311.11,271.6,169.18,97.2,130.26,329.13,179.2,95.73,0.26,10.8,23.33,237.71,120,17.09,230.54,369.41,216.88,98.56,328.15,138.07,66.69,126.96,0,31.08,0,104.06,34.58,59.84,76.59,0.81,74.92,354.77,141.88,,56.34,36.41,198.21,555.16,340.29,89.26,12.41,97.51,82.1,131.36,173.92,88.72,98.8,196.24,67.42,3.84,193.6,54.51,0.48,104.24,171.96,240.77,223.01,1.91,76.1,1.99,6.81,72.47,191.26,30.59,15.6,151.49,155.03,50.42,116.83,41.5,,52.25,60.14,3.01,91.6,388.1,141.13,222,217.04,262.32,191.89,142.64,161.26,0.2,27.41,,61.77,,,21.38,40.82,1.49,0.21,16.04
X195210,46.4,2.8,81.18,97.8,111.97,132.43,137.35,0.46,91.28,10.89,211.6,,,112.21,107.81,111.05,20.65,81.64,90.22,141.86,100.5,39.48,267.99,92.08,0,492.65,142.91,,92.71,358.34,122.9,46.89,96.75,169.29,357.97,174.26,,29.46,212.63,48.49,287.5,164.33,35.92,55.76,4.97,2.42,0.94,237.04,233.87,143.17,153.13,211.51,147.47,79.47,55.72,539.44,231.64,68.31,260.5,310.6,23.62,58.62,79.43,1.21,211.04,114.76,105.98,33.88,39.41,5.27,9.17,1.77,59.19,128.7,51.23,85.32,21.47,36.91,103.3,170.96,395.3,357.19,97.74,71.5,112.68,215.19,55.5,258.73,224.32,156.49,245.75,509.08,45.78,181.7,47.75,357.43,63.28,327.37,39.03,,258.73,167.54,104.3,92.54,251.03,148.12,78.76,2.32,0.68,0.52,163.15,0.72,,135.75,8.42,2.35,88.82,12.38,89.49,288.85,127.4,5.9,115.88,17.48,51.94,7.71,487.39,70.03,100.5,67.89,0.06,163.58,21.55,319.78,6.09,231.67,153.86,227.71,47.78,106.81,93.57,126.61,97.8,18.6,59.5,55.42,47.21,234.84,56.49,325.29,96.4,61.07,35.69,253.14,192.5,12.21,290.9,18.39,21.6,140.1,237.54,72.03,18.98,235.5,53,23.31,153.42,26.91,138.4,165.96,262.21,59.39,77.68,80.47,15.25,240.9,117.46,0.24,1.37,3.2,372.79,150,34.36,386.79,324.95,222.97,72.96,178.23,66.07,97.3,255.35,11.28,117.66,0,45.71,71.87,79.67,99.51,2.67,16.35,105.33,253.32,,44.48,26.62,208.03,285.76,272.18,78.64,43.88,96.28,100.25,104.35,347.59,44.07,100.1,260.16,105.4,51.3,97.8,63.13,12.06,52.59,47.81,168.66,316.3,0.92,221.25,1.15,14.6,73.1,190.79,38.08,51,262.11,40.95,42.5,97.41,76.51,,72.41,33.95,1.76,55.8,267.8,100.68,144.2,133.97,214.89,116.83,235.2,261.83,19.87,25.09,,147.58,,,8.29,40.86,17.54,23.4,25.83
X195211,70.1,13.15,140.7,110.6,66.99,237.26,54.2,2.07,64.08,12.79,60.6,,,123.66,71.9,77.27,28.42,125,137.17,40.41,120.5,1.09,46.33,115.07,2.59,63.92,164.32,,86.69,177.18,25.6,62.99,128.45,266.61,389.82,21.86,,70.21,55.79,60.38,67.7,175.66,16.53,30.01,5.15,2.47,3.42,114.76,84.17,182.43,250.69,145.92,227.92,87.08,30,177.4,57.54,121.66,264,108.9,82.35,68.07,98.59,0.48,382.46,64.69,72.01,45.8,50.98,0.88,1.23,12.7,59.7,59.16,9.91,48.72,166.55,41.58,109.68,52.11,375.74,365.3,83.29,79.23,118.07,69.53,55.1,81.85,308.3,7.33,28.87,277.99,132.37,192,82.12,55.72,165.46,340.03,188.13,,106.13,128.52,56.24,91.63,335.18,95.25,6.72,2.41,6.24,14.34,29.04,10.99,,81.19,32.55,22.57,79.69,20.06,89.99,92.56,134.1,7.71,108.19,19.83,85.96,51.06,81.35,109.12,120.5,67.09,16.71,70.23,63.65,175.56,14.04,373.32,180.44,188.14,90.45,81.58,159.92,67.52,110.6,43.4,82.7,82.32,142.4,193.68,50.19,284.92,124.33,0.39,74.3,66.7,283.73,10.27,253.8,118.1,1.12,179.9,424.67,192.09,105.06,302.8,79.1,46.05,75.47,0.01,164.4,44.4,75.68,9.36,113.82,59.69,4.4,182.3,190.06,0.59,1.88,4.78,270.83,117,53.83,135.02,236.82,242.79,73.3,146.23,38.39,93.59,184.46,14.64,51.54,0.45,150.3,86.12,48.76,102.76,10.82,0.56,1.45,295.45,,44.54,25.7,210.35,219.55,27.56,93.66,34.68,155.41,116.79,18.24,270.88,144.21,91.47,90.37,58.42,155.61,110.6,100.31,55.4,64.88,0.19,59.21,67.42,39.86,262.93,6.02,117.63,105.47,190.19,51.49,113.69,152.77,135.38,84.4,97.13,78.62,,53.9,75.07,35.87,61.3,332.6,97.09,135.6,128.78,144.04,165.41,200.39,74.71,75.53,52.43,,152.71,,,5.07,107.96,141.48,87.86,123.18
